Name                  ;Const;Coordinates (J2000.0);Wave ;Type ;Dia_arcm;Dst_pc;E(B-V);Log_t  ;Aliases                                                                                                    ;Comments
Ryu 386               ;Sco  ;17 06 47.3 -40 43 51 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 387               ;Sco  ;16 56 16.6 -38 58 31 ;IR   ;OC?? ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 389               ;Sco  ;17 19 13.5 -42 08 43 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 390               ;Sco  ;17 31 18.0 -43 27 29 ;IR   ;OC?? ;    2.60;      ;      ;       ;                                                                                                           ;
Ryu 391               ;Sco  ;17 11 34.6 -40 49 27 ;IR   ;OC?? ;    1.20;      ;      ;       ;                                                                                                           ;
Ryu 392               ;Sco  ;17 07 31.6 -39 48 36 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 393               ;Sco  ;17 21 27.5 -41 13 49 ;IR   ;OC?? ;    1.40;      ;      ;       ;                                                                                                           ;
Ryu 394               ;Sco  ;16 56 11.9 -37 28 29 ;IR   ;OC?? ;    1.00;      ;      ;       ;                                                                                                           ;
Ryu 395               ;Sco  ;17 17 13.3 -40 21 24 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 396               ;Sco  ;17 00 25.2 -37 51 25 ;IR   ;OC?? ;    2.20;      ;      ;       ;                                                                                                           ;
Ryu 397               ;Sco  ;17 09 18.3 -39 10 02 ;IR   ;OC?? ;    1.80;      ;      ;       ;                                                                                                           ;
Ryu 398               ;Sco  ;17 01 47.4 -38 02 02 ;IR   ;OC?? ;    1.60;      ;      ;       ;                                                                                                           ;
Ryu 399               ;Sco  ;17 12 52.6 -39 33 40 ;IR   ;OC?? ;    2.00;      ;      ;       ;                                                                                                           ;
Ryu 40                ;Ara  ;16 38 03.6 -52 31 34 ;IR   ;***  ;    2.40;      ;      ;       ;                                                                                                           ;
