Cluster_s name                ;Galaxy ;Const;RAJ2000.0  DEJ2000.0   ;Wavel ;Type  ;Dia_arcS;Dst_pc ;V_mag  ;E(B-V);Log_t ;Aliases/Variants                                                                                                  ;Comments
BSDL 684                      ;LMC    ;Men  ;05 07 46   -70 47 39   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 75
BSDL 759                      ;LMC    ;Men  ;05 09 27   -70 15 49   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 789                      ;LMC    ;Men  ;05 10 17   -69 54 34   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 890                      ;LMC    ;Men  ;05 12 29   -70 33 21   ;Op    ;OB/OC ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 98                       ;LMC    ;Men  ;04 50 56   -70 02 31   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 7
HS 195                        ;LMC    ;Men  ;05 15 06   -70 22 41   ;Op    ;OB/OC ;    66.0;  49500;       ;      ;      ;HS 195, KMHK 695                                                                                                  ;
HS 311                        ;LMC    ;Men  ;05 28 00   -71 50 03   ;Op    ;OB/OC ;    66.0;  49500;       ;      ;      ;HS 311, KMHK 949w                                                                                                 ;mP, in BSDL 1881
HS 334                        ;LMC    ;Men  ;05 31 02   -71 35 45   ;Op    ;OC/OB ;    66.0;  49500;       ;      ;      ;HS 334, KMHK 1014                                                                                                 ;
HS 398                        ;LMC    ;Men  ;05 42 41   -70 29 44   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;HS 398, KMHK 1280, OGLE-LMC 694                                                                                   ;
HS 59                         ;LMC    ;Men  ;04 54 37   -70 12 52   ;Op    ;OC/OB ;    66.0;  49500;       ;      ;      ;HS 59, KMHK 253                                                                                                   ;
KMHK 1181                     ;LMC    ;Men  ;05 38 49   -70 42 50   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;OGLE-LMC 660, GKK-O59                                                                                             ;
KMHK 1200                     ;LMC    ;Men  ;05 39 39   -70 42 46   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;OGLE-LMC 672                                                                                                      ;
KMHK 1210                     ;LMC    ;Men  ;05 40 07   -70 39 25   ;Op    ;OB    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1340                     ;LMC    ;Men  ;05 44 27   -73 29 00   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1408                     ;LMC    ;Men  ;05 48 46   -70 28 23   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1621                     ;LMC    ;Men  ;06 03 30   -71 30 04   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;
KMHK 1626                     ;LMC    ;Men  ;06 04 11   -70 38 49   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;br*edge
KMHK 464                      ;LMC    ;Men  ;05 01 54   -70 31 23   ;Op    ;OC/OB ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley VIII
KMHK 479                      ;LMC    ;Men  ;05 02 57   -70 12 08   ;Op    ;OB/OC ;    66.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley VIII
LW 147                        ;LMC    ;Men  ;05 08 35   -74 43 44   ;Op    ;OC    ;    66.0;  49500;       ;      ;      ;KMHK 604                                                                                                          ;
